"datainsights-results/data.gov.in/api/download/3e07efd9-3ced-4c65-909c-6ca792daab83.json","3e07efd9-3ced-4c65-909c-6ca792daab83","Pattern of Land Utilisation"
"datainsights-results/data.gov.in/api/download/522e708a-8c44-47d5-80c5-b62bf357f2b8.json","522e708a-8c44-47d5-80c5-b62bf357f2b8","Daily wholesale price of Onion upto April - 2015"
"datainsights-results/data.gov.in/api/download/2b8171ab-ead9-4d5e-8523-f9075a27c4a6.json","2b8171ab-ead9-4d5e-8523-f9075a27c4a6","No. of Victims Murdered by Use of Fire Arms during 1999"
"datainsights-results/data.gov.in/api/download/34175159-ed28-4697-8572-76d9adfb2c2c.json","34175159-ed28-4697-8572-76d9adfb2c2c","Annual Health Survey : Mortality Schedule of the district Jashpur (Chhattisgarh)"
"datainsights-results/data.gov.in/api/download/d0f42312-49a8-4f0d-9347-b7171f0c296e.json","d0f42312-49a8-4f0d-9347-b7171f0c296e","Traffic handled at V.O.Chidambaranar Port Principal Commodity-wise upto 2013-14"
"datainsights-results/data.gov.in/api/download/3808ce51-53ed-40ec-bb7f-f858bbf91af6.json","3808ce51-53ed-40ec-bb7f-f858bbf91af6","State/UT wise Total Number of Road Accidents, Persons Killed/Injured, Fatal Accidents due to Two Wheelers during 2006-2015"
"datainsights-results/data.gov.in/api/download/e6001bf2-4fcb-4666-b20f-812fcb26f5eb.json","e6001bf2-4fcb-4666-b20f-812fcb26f5eb","All India and State-Wise - Annual Survey Of Industries (Factory Sector)"
"datainsights-results/data.gov.in/api/download/24655b82-fd5a-47a1-b35f-b79d36e6e8d0.json","24655b82-fd5a-47a1-b35f-b79d36e6e8d0","Clinical, Anthropometric & Bio-chemical (CAB) 2014 Survey : Description of Variables/Parameters"
"datainsights-results/data.gov.in/api/download/c650ff33-c3fd-41e2-894e-8ace516f40f7.json","c650ff33-c3fd-41e2-894e-8ace516f40f7","Accreditation of Standalone Institutes, 2015-16"
"datainsights-results/data.gov.in/api/download/43140b30-3980-4d17-9ca8-e3186b0c590b.json","43140b30-3980-4d17-9ca8-e3186b0c590b","Programme and category-wise male and female student enrolment for all education institution - 2011-2012"
"datainsights-results/data.gov.in/api/download/1cc8c433-52b9-4e2b-9d8e-11af1f075234.json","1cc8c433-52b9-4e2b-9d8e-11af1f075234","Details of Annual Traffic and Operating Statistics on International Scheduled Services of All Scheduled Indian Airlines from 2007-08 to 2015-16"
"datainsights-results/data.gov.in/api/download/322df7da-32d3-479c-adbb-c91569a6dcb9.json","322df7da-32d3-479c-adbb-c91569a6dcb9","Air Quality with respect to Ammonia(NH3) in air quality stations under National Air Quality Monitoring Programme (NAMP)in the year 2008"
"datainsights-results/data.gov.in/api/download/456bb89e-3dc4-41aa-b127-165e80d44272.json","456bb89e-3dc4-41aa-b127-165e80d44272","State-wise unrecognised schools and teachers in them in rural and urban area as on Sept 2009"
"datainsights-results/data.gov.in/api/download/32fcb41d-d919-4630-aa67-4684e17a8a22.json","32fcb41d-d919-4630-aa67-4684e17a8a22","State-wise Ongoing Project for the year 2015-16"
"datainsights-results/data.gov.in/api/download/bb9e23bc-44e3-4530-a812-e478756d8959.json","bb9e23bc-44e3-4530-a812-e478756d8959","State-wise Position of Pradhan Mantri Jan Dhan Yojana (PMJDY) as on 02.11.2016 (From:Ministry of Finance)"
"datainsights-results/data.gov.in/api/download/77152ad5-fea1-4f7e-853b-e301d9223ca8.json","77152ad5-fea1-4f7e-853b-e301d9223ca8","State-wise habitations with and without upper primary schools/sections in All Habitation as on Sept 2009"
"datainsights-results/data.gov.in/api/download/61994c46-9914-4120-8b9e-296570503d27.json","61994c46-9914-4120-8b9e-296570503d27","12 Five Year Plan -Prasar Bharati"
"datainsights-results/data.gov.in/api/download/54a34448-f0b3-4ae1-9927-0120566abcde.json","54a34448-f0b3-4ae1-9927-0120566abcde","State-wise number of pre - primary institutions and teachers in them as on Sept 2009"
"datainsights-results/data.gov.in/api/download/84f5b9cf-51dc-4e83-9491-b6a8e7d063f6.json","84f5b9cf-51dc-4e83-9491-b6a8e7d063f6","State/ UTs wise Growth Rate - GSDP % (Current Prices) from 1997-98 to 2013-14"
"datainsights-results/data.gov.in/api/download/3be1d78e-f20d-486b-9db1-28a0870daa0c.json","3be1d78e-f20d-486b-9db1-28a0870daa0c","All India level Literacy Rate (Age Groop 7 Years & above) - NSSO from 2003 to 2014"
"datainsights-results/data.gov.in/api/download/0884defb-4251-43d6-9ff5-49c2b4221bc2.json","0884defb-4251-43d6-9ff5-49c2b4221bc2","Annual Health Survey : Mortality Schedule of the district Begusarai (Bihar)"
"datainsights-results/data.gov.in/api/download/044d7d3c-72da-4a66-9012-f29b4737ca41.json","044d7d3c-72da-4a66-9012-f29b4737ca41","Incidence & Rate of Cognizable Crimes under Special and Local Laws (SLL) under different Crimes Heads and Percentage Changes during 1998"
"datainsights-results/data.gov.in/api/download/32988bbb-52d9-4bfc-9548-4f7092cd32f8.json","32988bbb-52d9-4bfc-9548-4f7092cd32f8","Annual Health Survey : Mortality Schedule of the district Sahibganj (Jharkhand)"
"datainsights-results/data.gov.in/api/download/c6c69b81-edca-480f-b6a2-2bc53215e729.json","c6c69b81-edca-480f-b6a2-2bc53215e729","Percentage of girls enrolment from 1950-51 to 2010-11"
"datainsights-results/data.gov.in/api/download/72a49f8e-d679-4f1e-828a-41cef5317ca2.json","72a49f8e-d679-4f1e-828a-41cef5317ca2","Type of Aircraft wise Fleet Statistics of Scheduled Private Airlines during 2015-16"
"datainsights-results/data.gov.in/api/download/d26a98ab-d1cd-4882-aede-a3a8c19f6ec8.json","d26a98ab-d1cd-4882-aede-a3a8c19f6ec8","Peak Demand and Peak Met - April 2009"
"datainsights-results/data.gov.in/api/download/f53f942c-e2da-41ed-b8b4-0d6b2fec6916.json","f53f942c-e2da-41ed-b8b4-0d6b2fec6916","Population Attending School or College by Completed level of Education - Rural for Nagaur District of Rajasthan, 1991"
"datainsights-results/data.gov.in/api/download/80b6e374-7e6b-4368-ad0e-8c77f6f7b5d8.json","80b6e374-7e6b-4368-ad0e-8c77f6f7b5d8","Rank-wise women police strength during 2001-2012"
"datainsights-results/data.gov.in/api/download/07fb3bb4-bc00-4479-8a30-9445436d7303.json","07fb3bb4-bc00-4479-8a30-9445436d7303","Class-wise Gender parity index (GPI) of Scheduled Tribe(ST) for 2010-11"
"datainsights-results/data.gov.in/api/download/c512ff57-f0b8-4b8f-a3fd-5961cdcb627c.json","c512ff57-f0b8-4b8f-a3fd-5961cdcb627c","Discipline group and level-wise gender ratio for student for all education institution india - 2011-2012"
"datainsights-results/data.gov.in/api/download/016fa0ed-46fb-4630-b0d5-91271a39e7ed.json","016fa0ed-46fb-4630-b0d5-91271a39e7ed","Percentage Share of Different Modes of Transport in Gross Value Added (GVA) at base year 2011-12"
"datainsights-results/data.gov.in/api/download/a6c78f8a-8fa1-433f-aa79-74f14ad2328e.json","a6c78f8a-8fa1-433f-aa79-74f14ad2328e","Class-wise Drop out rates for 2009-10"
"datainsights-results/data.gov.in/api/download/5cdeb61a-35b8-469b-ad60-3d8b1e73cb1d.json","5cdeb61a-35b8-469b-ad60-3d8b1e73cb1d","Institution-wise number of Hostels, Intake Capacity and number of students residing in hostels for standalone - 2011-2012"
"datainsights-results/data.gov.in/api/download/d85e4a98-e274-491f-ba51-84def304a154.json","d85e4a98-e274-491f-ba51-84def304a154","State/UTs wise Total Revenue Receipt as percentage of GSDP from 1997-98 to 2013-14 (30 Nov., 2014)"
"datainsights-results/data.gov.in/api/download/26508136-8a55-45bd-8b3f-69ad6b841576.json","26508136-8a55-45bd-8b3f-69ad6b841576","Staff Strength of Railway Board and Other Railway Offices upto 2012-13"
"datainsights-results/data.gov.in/api/download/11b27351-f0d6-4340-8ca7-7bf736b59516.json","11b27351-f0d6-4340-8ca7-7bf736b59516","Class-wise Gross enrolment ratio (GER) of Scheduled Caste for 2008-09"
"datainsights-results/data.gov.in/api/download/a064f9ac-e6e3-4c07-9223-24eb2a717bab.json","a064f9ac-e6e3-4c07-9223-24eb2a717bab","Percentage Growth in Scheduled Cargo Traffic of Jetlite from 2007-08 to 2015-16"
"datainsights-results/data.gov.in/api/download/db72167a-f832-49f9-9e2c-d52449333e48.json","db72167a-f832-49f9-9e2c-d52449333e48","Staff Strength of All Scheduled Indian Airlines from 2007-08 to 2015-16"
"datainsights-results/data.gov.in/api/download/f8295bdf-7b99-4fb5-ace7-0ace3202e0ce.json","f8295bdf-7b99-4fb5-ace7-0ace3202e0ce","Children Registered in Anganwadi Centers (AWC) Register in the Month of December 2013 - Rural and Urban Area"
"datainsights-results/data.gov.in/api/download/b8f50513-f9e6-46f5-891d-771953aef8b3.json","b8f50513-f9e6-46f5-891d-771953aef8b3","Discipline group and level-wise gender ratio for student for all education institution india - 2012-2013"
"datainsights-results/data.gov.in/api/download/7eb4fccb-2d81-474a-b4ab-5509e36e73b6.json","7eb4fccb-2d81-474a-b4ab-5509e36e73b6","State and level-wise out turn - 2011-2012"
"datainsights-results/data.gov.in/api/download/fdc1f3ba-9c97-4a71-bcde-7cb7fbb6690d.json","fdc1f3ba-9c97-4a71-bcde-7cb7fbb6690d","Annual Health Survey : Mortality Schedule of the district Hathras (Uttar Pradesh)"
"datainsights-results/data.gov.in/api/download/833aa312-424e-4979-985a-1f985de9b163.json","833aa312-424e-4979-985a-1f985de9b163","Attendance of the Members of Rajya Sabha for the Session 235"
"datainsights-results/data.gov.in/api/download/2ef39615-fe70-41cc-9a97-6e26d7bd778a.json","2ef39615-fe70-41cc-9a97-6e26d7bd778a","State-wise/District-wise Allocation and Funds released under Development Grant & Capacity Building Grant Components of Backward Regions Grant Fund (BRGF) Programme, FY 2006-07 to FY 2013-14"
"datainsights-results/data.gov.in/api/download/271bc0bf-0901-43ac-b91b-bb9b2b3c0722.json","271bc0bf-0901-43ac-b91b-bb9b2b3c0722","Production of Milk"
"datainsights-results/data.gov.in/api/download/6ec26e23-2fd1-493e-9016-60f7e69eba08.json","6ec26e23-2fd1-493e-9016-60f7e69eba08","Annual Health Survey : Mortality Schedule of the district Madhubani (Bihar)"
"datainsights-results/data.gov.in/api/download/f5b20fb2-b6ff-43bd-9360-6384ddacaa54.json","f5b20fb2-b6ff-43bd-9360-6384ddacaa54","Twelfth Plan Outlay and Expenditure of Central Sector/ Centrally Sponsored Schemes of Animal Husbandry and Dairying during 2013-14 & 2014-15"
"datainsights-results/data.gov.in/api/download/a25c8c21-78bb-4f29-b815-25fd32595fce.json","a25c8c21-78bb-4f29-b815-25fd32595fce","State-wise enrolment at various levels for 2010-11."
